"id","title","sort_title","song_form_id","description","contrafact_id","created_at","updated_at"
10378,"What's My Line Theme","WHATS MY LINE THEME",6,,,,
10379,"The Dark Before The Dawn","DARK BEFORE THE DAWN",6,,,,
10380,"B. J.'s Back In Town","B JS BACK IN TOWN",6,,,,
10381,"Bittersweet","BITTERSWEET",6,,,,
10382,"And We Listened","AND WE LISTENED",6,,,,
10383,"The Fugue","FUGUE",6,,,,
10384,"Humbug","HUMBUG",6,,,,
10385,"Slide's Derangement","SLIDES DERANGEMENT",6,,,,
10386,"Frame For The Blues","FRAME FOR THE BLUES",6,,,,
10387,"The Waltz","WALTZ",6,,,,
10388,"Three Little Foxes","THREE LITTLE FOXES",6,,,,
10389,"Tag Team","TAG TEAM",6,,,,
10390,"Fan It, Janet","FAN IT JANET",6,,,,
10391,"The Mark Of Jazz","MARK OF JAZZ",6,,,,
10392,"Blue Birdland","BLUE BIRDLAND",6,,,,
10393,"Velvet","VELVET",6,,,,
10394,"Back In The Satellite Again","BACK IN THE SATELLITE AGAIN",6,,,,
10395,"Starfire","STARFIRE",6,,,,
10396,"Three More Foxes","THREE MORE FOXES",6,,,,
10397,"Sea Isle Stomp","SEA ISLE STOMP",6,,,,
10398,"Little Miss","LITTLE MISS",6,,,,
10399,"Moving","MOVING",6,,,,
10400,"Accents","ACCENTS",6,,,,
10401,"Blue Brass Groove","BLUE BRASS GROOVE",6,,,,
10402,"What Next?","WHAT NEXT",6,,,,
10403,"Half-Mast Inhibition","HALF-MAST INHIBITION",6,,,,
10404,"Mingus Fingus No. 2","MINGUS FINGUS NO 2",6,,,,
10405,"Bemoanable Lady","BEMOANABLE LADY",6,,,,
10406,"Yusef Isef Too","YUSEF ISEF TOO",6,,,,
10407,"Tricotism","TRICOTISM",6,,,,
10408,"Blues For Big Scotia","BLUES FOR BIG SCOTIA",1,,,,
10409,"West Coast Blues","WEST COAST BLUES",6,,,,
10410,"Omicron","OMICRON",6,,,,
10411,"Bebop","BEBOP",6,,,,
10412,"The Inch Worm","INCH WORM",6,,,,
10413,"Sketches","SKETCHES",6,,,,
10414,"Humpty Dumpty","HUMPTY DUMPTY",6,,,,
10415,"Milestones","MILESTONES",6,,,,
10416,"Wonderful One","WONDERFUL ONE",6,,,,
10417,"Gina Christine","GINA CHRISTINE",6,,,,
10418,"Horns Of Di Lama","HORNS OF DI LAMA",6,,,,
10419,"Rashid","RASHID",6,,,,
10420,"My Heart At The Sound Of Thy Sweet Voice","MY HEART AT THE SOUND OF THY SWEET VOICE",6,,,,
10421,"Questique","QUESTIQUE",6,,,,
10422,"Simplicidade","SIMPLICIDADE",6,,,,
10423,"Beck And Call","BECK AND CALL",6,,,,
10424,"Neil Sir Arthur","NEIL SIR ARTHUR",6,,,,
10425,"Home Hymn","HOME HYMN",6,,,,
10426,"Sleeping Bag","SLEEPING BAG",6,,,,
10427,"Brothers","BROTHERS",6,,,,
10428,"Peacock Blues","PEACOCK BLUES",6,,,,
10429,"Olé","OLÉ",6,,,,
10430,"New Blue","NEW BLUE",6,,,,
10431,"The Pharaoh","PHARAOH",6,,,,
10432,"Ultimate Rejection","ULTIMATE REJECTION",6,,,,
10433,"King David","KING DAVID",6,,,,
10434,"Gates Gone Blues","GATES GONE BLUES",6,,,,
10435,"Neolore","NEOLORE",6,,,,
10436,"Omo Ado","OMO ADO",6,,,,
10437,"It's Obdacious","ITS OBDACIOUS",6,,,,
10438,"Slide's Mambo","SLIDES MAMBO",6,,,,
10439,"They Don't Want Me To Rock No More","THEY DONT WANT ME TO ROCK NO MORE",6,,,,
10440,"Buddy's Boogie","BUDDYS BOOGIE",6,,,,
10441,"You're Everything My Heart Desires","YOURE EVERYTHING MY HEART DESIRES",6,,,,
10442,"You'd Better Believe Me","YOUD BETTER BELIEVE ME",6,,,,
10443,"Rock On","ROCK ON",6,,,,
10444,"Oh! Baby Don't You Know","OH BABY DONT YOU KNOW",6,,,,
10445,"Why Don't Cha Stop It","WHY DONT CHA STOP IT",6,,,,
10446,"I'll Dearly Love You","ILL DEARLY LOVE YOU",6,,,,
10447,"Kool Kitty","KOOL KITTY",6,,,,
10448,"Doot Doot Dow","DOOT DOOT DOW",6,,,,
10449,"Bring It Home To Me","BRING IT HOME TO ME",6,,,,
10450,"You Got It Made","YOU GOT IT MADE",6,,,,
10451,"I Don't Want Nobody","I DONT WANT NOBODY",6,,,,
10452,"So Good","SO GOOD",6,,,,
10453,"Gone Walkin'","GONE WALKIN",6,,,,
10454,"I've Surrendered","IVE SURRENDERED",6,,,,
10455,"Rockin' Time","ROCKIN TIME",6,,,,
10456,"The Push","PUSH",6,,,,
10457,"Red Riding Hood Blues","RED RIDING HOOD BLUES",6,,,,
10458,"Nasty Man Blues","NASTY MAN BLUES",6,,,,
10459,"He's Mine","HES MINE",6,,,,
10460,"Stomp Your Feet","STOMP YOUR FEET",6,,,,
10461,"Sweet Stuff","SWEET STUFF",6,"rec. by Duke Hampton 1953",,,
10462,"We're Ladies","WERE LADIES",6,,,,
10463,"I Know Your Kind","I KNOW YOUR KIND",6,,,,
10464,"Rose Lovejoy Of Paradise Alley","ROSE LOVEJOY OF PARADISE ALLEY",6,,,,
10465,"Anyone Would Love You","ANYONE WOULD LOVE YOU",6,,,,
10466,"Once I Knew A Fella","ONCE I KNEW A FELLA",6,,,,
10467,"Every Once In A While","EVERY ONCE IN A WHILE",6,,,,
10468,"Fair Warning","FAIR WARNING",6,,,,
10469,"Are You Ready, Gyp Watson?","ARE YOU READY GYP WATSON",6,,,,
10470,"I Say Hello","I SAY HELLO",6,,,,
10471,"That Ring On The Finger","THAT RING ON THE FINGER",6,,,,
10472,"I'm Falling For You","IM FALLING FOR YOU",6,,,,
10473,"The Breeze (That's Bringing My Honey Back To Me)","BREEZE THATS BRINGING MY HONEY BACK TO ME",6,,,,
10474,"My Heart Isn't In It","MY HEART ISNT IN IT",6,,,,
10475,"Ain't What You Do (It's The Way That Cha Do It)","AINT WHAT YOU DO ITS THE WAY THAT CHA DO IT",6,,,,
10476,"Good Bread Alley","GOOD BREAD ALLEY",6,,,,
10477,"I Need You Tonight","I NEED YOU TONIGHT",6,,,,
10478,"Straight Street","STRAIGHT STREET",6,,,,
10479,"The Drum Suite","DRUM SUITE",6,,,,
10484,"Fump","FUMP",6,,,,
10485,"Gallery Groove","GALLERY GROOVE",6,,,,
10486,"Ain't Life Grand [aka Zip 'n Zap]","AINT LIFE GRAND AKA ZIP N ZAP",6,,,,
10487,"\X\"" Stream""","X STREAM",6,,,,
10488,"Pretty Little Nieda","PRETTY LITTLE NIEDA",6,,,,
10489,"Hip Twist","HIP TWIST",6,,,,
10490,"Something In Two Or Three Moods","SOMETHING IN TWO OR THREE MOODS",6,,,,
10491,"No Particular Place To Go","NO PARTICULAR PLACE TO GO",6,,,,
10492,"Hello To The Wind","HELLO TO THE WIND",6,,,,
10493,"Obsequious","OBSEQUIOUS",6,,,,
10494,"Jean Marie","JEAN MARIE",6,,,,
10495,"In The Land Of The Blacks (Bilad As Sudan)","IN THE LAND OF THE BLACKS BILAD AS SUDAN",6,,,,
10496,"Fried Bananas","FRIED BANANAS",6,,,,
10497,"The Moontrane","MOONTRANE",6,,,,
10498,"Soulful Bill","SOULFUL BILL",6,,,,
10499,"Stretching","STRETCHING",6,,,,
10500,"Flying Colors","FLYING COLORS",6,,,,
10501,"1977 A. D.","1977 A D",6,"for Alan Dawson, written when Williams and Billy Pierce were in Dawson's quartet",,,
10502,"Bird","BIRD",6,,,,
10503,"Drum Song","DRUM SONG",6,,,,
10504,"Midnight Waltz [aka Twilight Waltz]","MIDNIGHT WALTZ AKA TWILIGHT WALTZ",6,,,,
10505,"Trailways","TRAILWAYS",6,,,,
10506,"Helena","HELENA",6,,,,
10507,"Chorale","CHORALE",6,,,,
10508,"Lament","LAMENT",6,,,,
10509,"Donna Lee","DONNA LEE",6,,,,
10510,"Avila & Tequila","AVILA & TEQUILA",6,,,,
10511,"Cubicle","CUBICLE",6,,,,
10512,"Too Little, Too Late","TOO LITTLE TOO LATE",6,,,,
10513,"Focus","FOCUS",6,,,,
10514,"Sid's Delight","SIDS DELIGHT",6,,,,
10515,"Nearness","NEARNESS",6,,,,
10516,"The Squirrel","SQUIRREL",6,,,,
10517,"Precipice","PRECIPICE",6,,,,
10518,"Roots","ROOTS",6,,,,
10519,"Barbados","BARBADOS",6,,,,
10520,"Maple Street","MAPLE STREET",6,,,,
10521,"Big Apple Jump","BIG APPLE JUMP",6,,,,
10522,"Tin Tin Teo","TIN TIN TEO",6,,,,
10523,"Don't Cry Baby","DONT CRY BABY",6,,,,
10524,"Luminescence","LUMINESCENCE",6,,,,
10525,"Like This!","LIKE THIS",6,,,,
10526,"Nicaragua","NICARAGUA",6,,,,
10527,"Even Steven","EVEN STEVEN",6,,,,
10528,"Jazz Bary","JAZZ BARY",6,,,,
10529,"Foxy","FOXY",6,,,,
10530,"Got The Spirit","GOT THE SPIRIT",6,,,,
10531,"Doin' The Madison","DOIN THE MADISON",6,,,,
10533,"At The Sound Of The Trumpet","AT THE SOUND OF THE TRUMPET",6,,,,
10534,"Search For Peace","SEARCH FOR PEACE",6,,,,
10535,"13th House","13TH HOUSE",6,,,,
10536,"Love Samba","LOVE SAMBA",6,,,,
10537,"Short Suite","SHORT SUITE",6,,,,
10538,"Leo Rising","LEO RISING",6,,,,
10539,"St. Peter's Walk","ST PETERS WALK",6,,,,
10540,"Marilyn's House","MARILYNS HOUSE",6,,,,
10541,"Nisha","NISHA",6,,,,
10542,"Loose Suite","LOOSE SUITE",6,,,,
10543,"My Gift To You","MY GIFT TO YOU",6,,,,
10544,"Blue Fable [aka Jack's Tune]","BLUE FABLE AKA JACKS TUNE",6,,,,
10545,"Soft Pretty","SOFT PRETTY",6,,,,
10546,"Blues For Alvina","BLUES FOR ALVINA",1,,,,
10547,"Number Five","NUMBER FIVE",6,,,,
10548,"Apothegm","APOTHEGM",6,,,,
10549,"Minor Mishap","MINOR MISHAP",6,,,,
10550,"Klook's Theme","KLOOKS THEME",6,,,,
10551,"Sweet Love Of Mine","SWEET LOVE OF MINE",6,,,,
10552,"The Burner","BURNER",6,,,,
10553,"Callitwhachawanna","CALLITWHACHAWANNA",6,,,,
10554,"Baile De Las Cucaraches","BAILE DE LAS CUCARACHES",6,,,,
10555,"Aphrodesia","APHRODESIA",6,,,,
10556,"Licks For Chick's Kicks","LICKS FOR CHICKS KICKS",6,,,,
10557,"Nimbus","NIMBUS",6,,,,
10558,"Mr. Silver, I Presume?","MR SILVER I PRESUME",6,,,,
10559,"The Bronx Waltz","BRONX WALTZ",6,,,,
10560,"To John","TO JOHN",6,,,,
10561,"Samba Do Brilho","SAMBA DO BRILHO",6,,,,
10562,"Rancho Cevarro","RANCHO CEVARRO",6,,,,
10563,"My Pen Is Hot","MY PEN IS HOT",6,,,,
10564,"I Remember Love","I REMEMBER LOVE",6,,,,
10565,"New Outlook","NEW OUTLOOK",6,,,,
10566,"Slippin' And Slidin'","SLIPPIN AND SLIDIN",6,,,,
10567,"Hidden Dreams","HIDDEN DREAMS",6,,,,
10568,"Here Today","HERE TODAY",6,,,,
10569,"Cedar","CEDAR",6,,,,
10570,"Time Waits","TIME WAITS",6,,,,
10571,"J. C.","J C",6,,,,
10572,"Play Together Again","PLAY TOGETHER AGAIN",6,,,,
10573,"Waltz For Junior","WALTZ FOR JUNIOR",6,,,,
10574,"Mood","MOOD",6,,,,
10575,"Every Man Is A King","EVERY MAN IS A KING",6,,,,
10576,"Blue Silver","BLUE SILVER",6,,,,
10577,"Something In Common","SOMETHING IN COMMON",6,,,,
10578,"Bolivia","BOLIVIA",6,,,,
10579,"Seven Minds","SEVEN MINDS",6,,,,
10580,"Where Have I Heard?","WHERE HAVE I HEARD",6,,,,
10581,"Just A Ballad","JUST A BALLAD",6,,,,
10582,"Canto De Ossanha","CANTO DE OSSANHA",6,,,,
10583,"Grandfather's Garden","GRANDFATHERS GARDEN",6,,,,
10584,"Like A Blues","LIKE A BLUES",6,,,,
10585,"Tante Nelly","TANTE NELLY",6,,,,
10586,"What Is Happening","WHAT IS HAPPENING",6,,,,
10587,"Waltz For My Lady","WALTZ FOR MY LADY",6,,,,
10588,"Petaluma","PETALUMA",6,,,,
10589,"Tribute","TRIBUTE",6,,,,
10590,"Think","THINK",6,,,,
10591,"Time For Love","TIME FOR LOVE",6,,,,
10592,"Breakneck Blues","BREAKNECK BLUES",6,,,,
10593,"Lyn's Spin","LYNS SPIN",6,,,,
10594,"Life Is More Precious Than Diamonds","LIFE IS MORE PRECIOUS THAN DIAMONDS",6,,,,
10595,"With The Force Of Nature","WITH THE FORCE OF NATURE",6,,,,
10596,"Black Pearl","BLACK PEARL",6,,,,
10597,"Darts","DARTS",6,,,,
10598,"Karioka","KARIOKA",6,,,,
10599,"Montreux Summit","MONTREUX SUMMIT",6,,,,
10600,"Night Crawler","NIGHT CRAWLER",6,,,,
10601,"The Up And Down Man","UP AND DOWN MAN",6,,,,
10602,"Gentle Mood","GENTLE MOOD",6,,,,
10603,"Blues In My Shoes","BLUES IN MY SHOES",1,,,,
10604,"Time's Lie","TIMES LIE",6,,,,
10605,"Brown Ballad","BROWN BALLAD",6,,,,
10606,"Jeannine","JEANNINE",6,,,,
10607,"The End Of Love","END OF LOVE",6,,,,
10608,"B & S","B & S",6,,,,
10609,"Gardener's Waltz","GARDENERS WALTZ",6,,,,
10610,"Fasank In Blues","FASANK IN BLUES",6,,,,
10611,"Jeanette","JEANETTE",6,,,,
10612,"In Case Of Emergency","IN CASE OF EMERGENCY",6,,,,
10613,"Last Minute Blues","LAST MINUTE BLUES",6,,,,
10614,"Chop Suey","CHOP SUEY",6,,,,
10615,"Impossible Waltz","IMPOSSIBLE WALTZ",6,,,,
10616,"The Things I Do","THINGS I DO",6,,,,
10617,"Theme For Sacha","THEME FOR SACHA",6,,,,
10618,"Spain","SPAIN",6,,,,
10619,"Girl In The Window","GIRL IN THE WINDOW",6,,,,
10620,"Happy Point","HAPPY POINT",6,,,,
10621,"Free Again","FREE AGAIN",6,,,,
10622,"Two Together (Soyons Deux)","TWO TOGETHER SOYONS DEUX",6,,,,
10623,"Major Minor","MAJOR MINOR",6,,,,
10624,"That Feeling","THAT FEELING",6,,,,
10625,"Rum And Coke","RUM AND COKE",6,,,,
10626,"The Beat","BEAT",6,,,,
10627,"New Waltz","NEW WALTZ",6,,,,
10628,"Corn Fed","CORN FED",6,,,,
10629,"Papa-Ooh-MauMau","PAPA-OOH-MAUMAU",6,,,,
10630,"Ram-Bunk-Shush","RAM-BUNK-SHUSH",6,,,,
10631,"Let It Be Me","LET IT BE ME",6,,,,
10632,"Where Do You Go","WHERE DO YOU GO",6,,,,
10633,"Do Anything You Wanna","DO ANYTHING YOU WANNA",6,,,,
10634,"Lonesome Train","LONESOME TRAIN",6,,,,
10635,"Winter In B Maj.","WINTER IN B MAJ",6,,,,
10636,"Under The Rainbow","UNDER THE RAINBOW",6,,,,
10637,"Trane Changes","TRANE CHANGES",6,,,,
10638,"Blue's","BLUES",6,,,,
10639,"Sam's Things","SAMS THINGS",6,,,,
10640,"Miss Morgan","MISS MORGAN",6,,,,
10641,"Laverne Walk","LAVERNE WALK",6,,,,
10642,"Don't Misunderstand","DONT MISUNDERSTAND",6,,,,
10643,"I Return To Music","I RETURN TO MUSIC",6,,,,
10644,"Welcome Home","WELCOME HOME",6,,,,
10645,"It Could Be, If It Was, But It Ain't","IT COULD BE IF IT WAS BUT IT AINT",6,,,,
10646,"Pisces Brothers","PISCES BROTHERS",6,,,,
10647,"The Crawl","CRAWL",6,,,,
10648,"Just A Thought For Love","JUST A THOUGHT FOR LOVE",6,,,,
10649,"June Bug, June Bug, Where You Fly?","JUNE BUG JUNE BUG WHERE YOU FLY",6,,,,
10650,"Marcus Tiberius And The Gladiator","MARCUS TIBERIUS AND THE GLADIATOR",6,,,,
10651,"Budapest","BUDAPEST",6,,,,
10652,"Ismene","ISMENE",6,,,,
10653,"The Crips","CRIPS",6,,,,
10654,"Persephone","PERSEPHONE",6,,,,
10655,"Cool Dr. D","COOL DR D",6,,,,
10656,"Wha-cha-ma Call It","WHA-CHA-MA CALL IT",6,,,,
10657,"One, Two, Three","ONE TWO THREE",6,,,,
10658,"When A Man Loves A Woman","WHEN A MAN LOVES A WOMAN",6,,,,
10659,"Islandized","ISLANDIZED",6,,,,
10660,"Longravity","LONGRAVITY",6,,,,
10661,"Nice People","NICE PEOPLE",6,,,,
10662,"Keep Love Alive","KEEP LOVE ALIVE",6,,,,
10663,"Sleeves","SLEEVES",6,,,,
10664,"Be Cool","BE COOL",6,,,,
10665,"Andromeda","ANDROMEDA",6,,,,
10666,"The Umeå Blues","UMEÅ BLUES",6,,,,
10667,"That Hat","THAT HAT",6,,,,
10668,"Spain Street","SPAIN STREET",6,,,,
10669,"Pentatonic Theme","PENTATONIC THEME",6,,,,
10670,"Sassy Strut","SASSY STRUT",6,,,,
10671,"Time To Say","TIME TO SAY",6,,,,
10672,"Keep On (Keepin' Me Satisfied)","KEEP ON KEEPIN ME SATISFIED",6,,,,
10673,"Something Like A Bird","SOMETHING LIKE A BIRD",6,,,,
10674,"Farewell, Farwell","FAREWELL FARWELL",6,,,,
10675,"Three Worlds Of Drums","THREE WORLDS OF DRUMS",6,,,,
10676,"Devil Woman","DEVIL WOMAN",6,,,,
10677,"Carolyn \Keki\"" Mingus""","CAROLYN KEKI MINGUS",6,,,,
10678,"Wednesday Night Prayer Meeting","WEDNESDAY NIGHT PRAYER MEETING",6,,,,
10679,"Suite In Three Movements - 1st Movement","SUITE IN THREE MOVEMENTS - 1ST MOVEMENT",6,,,,
10680,"Suite In Three Movements - 2nd Movement","SUITE IN THREE MOVEMENTS - 2ND MOVEMENT",6,,,,
10681,"Suite In Three Movements - 3rd Movement","SUITE IN THREE MOVEMENTS - 3RD MOVEMENT",6,,,,
10682,"Simone","SIMONE",6,,,,
10683,"The Beat Goes On","BEAT GOES ON",6,,,,
10684,"Slide's Suite - Part III","SLIDES SUITE - PART III",6,,,,
10685,"New Ballad","NEW BALLAD",6,,,,
10686,"18th Hole","18TH HOLE",6,,,,
10687,"Feelin' Folksy","FEELIN FOLKSY",6,,,,
10688,"Early Morning Stroll","EARLY MORNING STROLL",6,,,,
10689,"Snappin' Out","SNAPPIN OUT",6,,,,
10690,"The Flip","FLIP",6,,,,
10691,"Meet A Cheetah","MEET A CHEETAH",6,,,,
10692,"Kundalini Woman","KUNDALINI WOMAN",6,,,,
10693,"Satan Speaks","SATAN SPEAKS",6,,,,
10694,"Wack Wack","WACK WACK",6,,,,
10695,"The Rise And Fall Of Seven","RISE AND FALL OF SEVEN",6,,,,
10696,"Green Light","GREEN LIGHT",6,,,,
10697,"Molecules","MOLECULES",6,,,,
10698,"Riff","RIFF",6,,,,
10699,"Statement","STATEMENT",6,,,,
10700,"Spleep Bop","SPLEEP BOP",6,,,,
10701,"R & B","R & B",6,,,,
10702,"Holiday For Strings","HOLIDAY FOR STRINGS",6,,,,
10703,"On The Plane","ON THE PLANE",6,,,,
10704,"Lift Your Spirit High","LIFT YOUR SPIRIT HIGH",6,,,,
10705,"One Day, Forever","ONE DAY FOREVER",6,,,,
10706,"Free Verse","FREE VERSE",6,,,,
10707,"Home","HOME",6,,,,
10708,"Today's Nights","TODAYS NIGHTS",6,,,,
10709,"24E","24E",6,,,,
10710,"Let's Play","LETS PLAY",6,,,,
10711,"To Wisdom The Prize","TO WISDOM THE PRIZE",6,,,,
10712,"Wait","WAIT",6,,,,
10713,"The Newest One","NEWEST ONE",6,,,,
10714,"Bop Again","BOP AGAIN",6,,,,
10715,"For Seven's Sake","FOR SEVENS SAKE",6,,,,
10716,"Dave's Daze","DAVES DAZE",6,,,,
10717,"This Is What It Is","THIS IS WHAT IT IS",6,,,,
10718,"Nostalgia","NOSTALGIA",6,,,,
10719,"South Filthy","SOUTH FILTHY",6,,,,
10720,"Chant","CHANT",6,,,,
10721,"Pure D. Funk","PURE D FUNK",6,,,,
10722,"Le Carrousel","LE CARROUSEL",6,,,,
10723,"Chili Peppers","CHILI PEPPERS",6,,,,
10724,"Make It Good","MAKE IT GOOD",6,,,,
10725,"My Love Waits (O Meu Amor Espera)","MY LOVE WAITS O MEU AMOR ESPERA",6,,,,
10726,"Los Malos Hombres","LOS MALOS HOMBRES",6,,,,
10727,"Scrap Iron","SCRAP IRON",6,,,,
10728,"Rotary","ROTARY",6,,,,
10729,"Sweet Honey Bee","SWEET HONEY BEE",6,,,,
10730,"Sudel","SUDEL",6,,,,
10731,"After The Rain","AFTER THE RAIN",6,,,,
10732,"After The Rain","AFTER THE RAIN",6,,,,
10733,"Big Bertha","BIG BERTHA",6,,,,
10734,"Empathy","EMPATHY",6,,,,
10735,"Ready Rudy?","READY RUDY",6,,,,
10736,"If I Were A Carpenter","IF I WERE A CARPENTER",6,,,,
10737,"This Is The Life","THIS IS THE LIFE",6,,,,
10738,"For Duke P.","FOR DUKE P",6,,,,
10739,"Mirrors","MIRRORS",6,,,,
10740,"Bedouin","BEDOUIN",6,,,,
10741,"Amanda","AMANDA",6,,,,
10742,"Farewell Machelle","FAREWELL MACHELLE",6,,,,
10743,"ESP (Extrasensory Perception)","ESP EXTRASENSORY PERCEPTION",6,,,,
10744,"Fly Little Bird Fly","FLY LITTLE BIRD FLY",6,,,,
10745,"Wahoo","WAHOO",6,,,,
10746,"Ground Hog","GROUND HOG",6,,,,
10747,"New Girl","NEW GIRL",6,,,,
10748,"Ready When You Are, C. B.","READY WHEN YOU ARE C B",6,,,,
10749,"New Time Shuffle","NEW TIME SHUFFLE",6,,,,
10750,"Disapproachment","DISAPPROACHMENT",6,,,,
10751,"Minor League","MINOR LEAGUE",6,,,,
10752,"Tones For Joan's Bones","TONES FOR JOANS BONES",6,,,,
10753,"Straight Up And Down","STRAIGHT UP AND DOWN",6,,,,
10754,"Mississippi Dip","MISSISSIPPI DIP",6,,,,
10755,"Jean De Fleur","JEAN DE FLEUR",6,,,,
10756,"Nomad","NOMAD",6,,,,
10757,"Idle Moments","IDLE MOMENTS",6,,,,
10758,"Two Mile Run","TWO MILE RUN",6,,,,
10760,"In A Different Bag","IN A DIFFERENT BAG",6,,,,
10761,"Ah! Shush","AH SHUSH",6,,,,
10762,"Drum Genius","DRUM GENIUS",6,,,,
10763,"Soulful Sticks","SOULFUL STICKS",6,,,,
10764,"Into Something","INTO SOMETHING",6,,,,
10765,"Shut Up And Listen","SHUT UP AND LISTEN",6,,,,
10766,"The Magilla","MAGILLA",6,,,,
10767,"La Fiesta","LA FIESTA",6,,,,
10768,"Hank's Other Bag","HANKS OTHER BAG",6,,,,
10769,"Cute 'n Pretty","CUTE N PRETTY",6,,,,
10770,"A Touch Of The Blues","TOUCH OF THE BLUES",6,,,,
10771,"A Slice Of The Top","SLICE OF THE TOP",6,,,,
10772,"Elijah","ELIJAH",6,,,,
10773,"Beast Of Burden","BEAST OF BURDEN",6,,,,
10774,"The Black Disciple","BLACK DISCIPLE",6,,,,
10775,"Cristo Redentor","CRISTO REDENTOR",6,,,,
10776,"Baptismal","BAPTISMAL",6,,,,
10777,"And Satisfy","AND SATISFY",6,,,,
10778,"The Shake","SHAKE",6,,,,
10779,"What Could I Do Without You","WHAT COULD I DO WITHOUT YOU",6,,,,
10780,"Kofi","KOFI",6,,,,
10781,"Fufu","FUFU",6,,,,
10782,"Perpetual Love","PERPETUAL LOVE",6,,,,
10783,"Elmina","ELMINA",6,,,,
10784,"The Loud Minority","LOUD MINORITY",6,,,,
10785,"Bloos","BLOOS",6,,,,
10786,"Horn In","HORN IN",6,,,,
10787,"Xibaba","XIBABA",6,,,,
10788,"I Don't Know","I DONT KNOW",6,,,,
10789,"Captain Bacardi","CAPTAIN BACARDI",6,,,,
10790,"Theme From \Rosemary's Baby\""""","THEME FROM ROSEMARYS BABY",6,,,,
10791,"I Don't Care Who Knows It","I DONT CARE WHO KNOWS IT",6,,,,
10792,"Upa Neguinho","UPA NEGUINHO",6,,,,
10793,"Honeybuns","HONEYBUNS",6,,,,
10794,"Is That So?","IS THAT SO",6,,,,
10795,"untitled ","UNTITLED ",6,,,,
10796,"Untitled Grant Green Tune No. 3","UNTITLED GRANT GREEN TUNE NO 3",6,,,,
10797,"Grant's Tune","GRANTS TUNE",6,,,,
10798,"Ezz-thetic","EZZ-THETIC",6,,,,
10799,"Un Poco Loco","UN POCO LOCO",6,,,,
10800,"Bluebird Of Happiness","BLUEBIRD OF HAPPINESS",6,,,,
10801,"Three A.M.","THREE AM",6,,,,
10803,"Guernica","GUERNICA",6,,,,
10804,"Dad Digs Mom (And Mom Digs Dad)","DAD DIGS MOM AND MOM DIGS DAD",6,,,,
10805,"I'm Tired Of Cryin' Over You","IM TIRED OF CRYIN OVER YOU",6,,,,
10806,"Hush!","HUSH",6,,,,
10807,"Groovin' For Nat","GROOVIN FOR NAT",6,,,,
10808,"Richard's Tune","RICHARDS TUNE",6,,,,
10809,"Soulin'","SOULIN",6,,,,
10810,"Little Waltz","LITTLE WALTZ",6,,,,
10811,"Prairie Dog","PRAIRIE DOG",6,,,,
10812,"Fakir","FAKIR",6,,,,
10813,"Weasil","WEASIL",6,,,,
10814,"I Love The Girl","I LOVE THE GIRL",6,,,,
10815,"The Uptowner","UPTOWNER",6,,,,
10816,"Fancy Free","FANCY FREE",6,,,,
10817,"Friday's Child","FRIDAYS CHILD",6,,,,
10818,"Smoothie","SMOOTHIE",6,,,,
10819,"Ode To A Blossom","ODE TO A BLOSSOM",6,,,,
10820,"When You Find Your Lover","WHEN YOU FIND YOUR LOVER",6,,,,
10821,"Pearly Gates","PEARLY GATES",6,,,,
10822,"Noah","NOAH",6,,,,
10823,"I've Longed And Searched For My Mother","IVE LONGED AND SEARCHED FOR MY MOTHER",6,,,,
10824,"I'm Tryin' To Get Home","IM TRYIN TO GET HOME",6,,,,
10825,"Brother Isaac","BROTHER ISAAC",6,,,,
10826,"March Children","MARCH CHILDREN",6,,,,
10827,"H And T Blues","H AND T BLUES",6,,,,
10828,"Bossa Nova Ova","BOSSA NOVA OVA",6,,,,
10829,"No Refill","NO REFILL",6,,,,
10830,"Rigor Mortez","RIGOR MORTEZ",6,,,,
10831,"O Mama Enit","O MAMA ENIT",6,,,,
10832,"Millie","MILLIE",6,,,,
10833,"Good Humor Man","GOOD HUMOR MAN",6,,,,
10834,"Len Sirrah","LEN SIRRAH",6,,,,
10835,"Togetherness","TOGETHERNESS",6,,,,
10836,"Heads Up! Feet Down!","HEADS UP FEET DOWN",6,,,,
10837,"The People In Nassau","PEOPLE IN NASSAU",6,,,,
10838,"I'm Always Drunk In San Francisco","IM ALWAYS DRUNK IN SAN FRANCISCO",6,,,,
10839,"Blues For Stan","BLUES FOR STAN",1,,,,
10840,"Los Ojos Alegres (The Happy Eyes)","LOS OJOS ALEGRES THE HAPPY EYES",6,,,,
10841,"Bunda Amerela (Little Yellow Streetcar)","BUNDA AMERELA LITTLE YELLOW STREETCAR",6,,,,
10842,"The Phantom","PHANTOM",6,,,,
10843,"The Moana Surf","MOANA SURF",6,,,,
10844,"This Guy's In Love With You","THIS GUYS IN LOVE WITH YOU",6,,,,
10845,"Cha Cha Piro","CHA CHA PIRO",6,,,,
10846,"A. J.","A J",6,,,,
10847,"Häschen [aka Little Bunny]","HÄSCHEN AKA LITTLE BUNNY",6,,,,
10848,"The Dude","DUDE",6,,,,
10849,"Estavanico","ESTAVANICO",6,,,,
10850,"Essence","ESSENCE",6,,,,
10851,"Wassail Song","WASSAIL SONG",6,,,,
10852,"Strong Man","STRONG MAN",6,,,,
10853,"Tender As A Rose","TENDER AS A ROSE",6,,,,
10854,"That's Him","THATS HIM",6,,,,
10855,"Silver Threads","SILVER THREADS",6,,,,
